Job Title,Salary Estimate,Job Function,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Analyst,-1,Data Analyst,"Business Analyst experience
Data Quality Management Framework
Documentation – Data Dictionary/Data Modelling/Data Lineage/Business Rules/DQ Rules/ Data Standards
Data analytics and Visualization tools ( Tableau / Hive / Power BI)
SQL query building
Stakeholder Management / Analysis
Presentation Skills – Data Story telling using visualizations
Large-scale projects/programs with significant change impact and multiple dependencies within and across organizational boundaries.",Encora,4.2,Kuala Lumpur,5001 to 10000 Employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Master Data Management Product Analyst,-1,Data Manager,"Company Description

About Experian
Experian is the world’s leading global information services company. During life’s big moments — from buying a home or a car to sending a child to college to growing a business by connecting with new customers — we empower consumers and our clients to manage their data with confidence. We help individuals to take financial control and access financial services, businesses to make smarter decisions and thrive, lenders to lend more responsibly, and organizations to prevent identity fraud and crime.

We have 17,800 people operating across 44 countries, and every day we’re investing in new technologies, talented people and innovation to help all our clients maximize every opportunity. We are listed on the London Stock Exchange (EXPN) and are a constituent of the FTSE 100 Index.",Experian,4.3,Cyberjaya,10000+ Employees,1980,Company - Public,Financial Analytics & Research,Finance,$2 to $5 billion (USD)
Data Analyst,MYR 42K - MYR 48K (Employer est.),Data Analyst,"1. Interpret data, analyze results using statistical techniques and provide ongoing reports. 2. Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. 3. Acquire data from primary or secondary data sources from Operation Department or Marketing. 4. Maintain databases/data systems for the organization and liaise with Account Department. 5. Identify, analyze, and interpret trends or patterns in complex data sets provided by the departments involved. 6. Filter, segmentize and replenish @ clean data to allow better audience target in future. 7. Work with management to prioritize business and information needs. 8. Locate and define new process improvement opportunities. 9. Present findings to the management whenever needed. 10. Troubleshooting the reporting database environment and reports. 11. Evaluating changes and updates to source production systems. 12. Training end-users on new reports and dashboards. 13. Providing technical expertise in data storage structures, data mining, and data cleansing.
MyFundAction is a registered and one of the very active NGOs which focuses on youth development in 3 aspects; Volunteerism , Entrepreneurship and Academic Excellence OUR VISION To become the best foundation that is able to nurture holistic global leaders. OUR MISSION Developing young muslim leaders by nurturing entrepreneurial mindset in order to provide the best solution for mankind through Islamic values.
Bachelor's or Equivalent",MyFundAction (Yayasan Kebajikan Muslim),-1,Shah Alam,-1,-1,-1,-1,-1,-1
Data Analyst,-1,Data Analyst,"Photobook Worldwide is looking for a Data Analyst to manage a wide range of raw data via Tableau, generating reports that will help key stakeholders making important business decisions. This role is involved in assessing the quality of data, scrutinising the accuracy of data and doing additional data screening before presenting the final analysis to the key stakeholders. This role is required to deep dive into data that relates to sales trends, product popularity and customer database.
Key Responsibilities
He/she is the key stakeholder of Tableau who ensures multiple sources of raw data flowing into Tableau accurately
Migrating the remaining critical marketing & sales data that are now stored in Google spreadsheet to Tableau as a self-serving platform to a larger group of stakeholders
Delivering custom reports for regular business & marketing planning purposes",Photobook UK,-1,Malaysia,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"Analyst 4, Data Analytics (Data Science)",-1,Data Analyst,"Job Description

Advanced Analytics Office (AAO) is looking for an engineer with prior experience in data analytics and electronics/ computer hardware manufacturing industry to expand their team. Selected candidate will work as part of the Solutions Management team, responsible for executing Rapid Learning Cycle (RLC) data science projects.The ideal candidate should have an end-to-end understanding on manufacturing operations, process engineering, test process and a proven track record in deploying Statistical, Machine Learning and Artificial Intelligence solutions in a factory setting. This is a unique opportunity for someone with a desire to excel in a fast-paced, high-tech manufacturing operation and play a critical role in high business impact projects.
Qualifications
Candidate must have at least a Bachelor's Degree in Engineering or Science with ~5 years work experience or a Graduate Degree with ~3 years work experience.

#LI-ET
Additional Information

Western Digital thrives on the power and potential of diversity. As a global company, we believe the most effective way to embrace the diversity of our customers and communities is to mirror it from within. We believe the fusion of various perspectives results in the best outcomes for our employees, our company, our customers, and the world around us. We are committed to an inclusive environment where every individual can thrive through a sense of belonging, respect and contribution.
Western Digital is committed to offering opportunities to applicants with disabilities and ensuring all candidates can successfully navigate our careers website and our hiring process. Please contact us at to advise us of your accommodation request. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying.
#LI-ET",Western Digital,3.9,Malaysia,10000+ Employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Junior Data Analyst (Recent Graduate May be Considered),MYR 25K - MYR 38K (Employer est.),Data Analyst,"Junior Data Scientist
PM101 Consulting Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia
The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.
Responsibilities
· Analyze raw data: assessing quality, cleansing, structuring for downstream processing
· Identify opportunities for leveraging company data to drive business solutions.",PM101 Consulting,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
Analyst / Consultant - Artificial Intelligence & Data -MY,-1,Business Consultant,"Analyst / Consultant - Artificial Intelligence & Data -MY
Date: 13-Aug-2021
Service Line / Portfolios: Strategy, Growth & Innovation
Location: Kuala Lumpur, MY
At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clients, people and community. Deloitte offers you a highly inclusive, collaborative workplace and unrivalled opportunities to realize your full potential. We are always looking for people with the relentless energy to push themselves further, and to find new avenues and unique ways to reach our shared goals.

Work you will do",Deloitte,3.9,Kuala Lumpur,10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Data Analyst Intern,-1,Data Analyst,"Funding Societies | Modalku is the largest SME digital financing platform in Southeast Asia. We are licensed in Singapore, Indonesia, Thailand, and registered in Malaysia. We are backed by Sequoia India and Softbank Ventures Asia Corp amongst many others and provides business financing to small and medium-sized enterprises (SMEs), which is crowdfunded by individual and institutional investors.
As a Data Analyst, your role is to understand the needs of the business and use data to derive a solution that you will then present, implement, and track. In addition to having a knack for problem-solving, it is absolutely crucial that you are willing to learn, understand, and hear the needs of our people. In a small team, you will be working regionally on various products.
At Funding Societies, we pride ourselves on solving challenging problems and focusing on impact. The work you do will help raise visibility in the business and enable data-driven decision making. As a team, we are excited about translating findings into actionable insights, seeing that drive change in our organisation and ultimately bringing value to our customers.
If you enjoy seeing your work drives impact and appreciate a fun working environment, this is the place for you.",Funding Societies,3.7,Kuala Lumpur,201 to 500 Employees,2015,Company - Private,Lending,Finance,Unknown / Non-Applicable
Data Migration Analyst,MYR 96K (Employer est.),Data Analyst,"Requirements
· Must be Malaysian
Job Descriptions
· 6-months contract position
· Up to RM8000 PM
· Develop new GIS data design and structure
· Document the new GIS data design and structure
· Works closely with GIS developers in the apps team to support their need on the GIS spatial data technology domain",AMK Technology Sdn Bhd,4.2,Kuala Lumpur,201 to 500 Employees,2002,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Business Data Analyst,-1,Business Analyst,"The Finance team’s goal is to be a trusted and collaborative partner to all the businesses and functional teams that we work with, bringing business acumen, financial expertise and insights to aid decision-making and deliver value to our stakeholders. We strive to generate value through providing specialist advice and making recommendations to optimize decision making, delivering transparent processes and implementing governance and controls to mitigate risk.
In this new role reporting to the Finance Analytics and Reporting Manager, you will influence the FP&A departments to push into leveraging advanced analytics and implementing reporting best practices.
A successful candidate will be someone who can effectively connect the dots between market, client, domain and product to facilitate the development of sustainable data products improving the efficiency of the enterprise. This individual will be inquisitive by nature and show an ability for translating data into actionable insights.",ResMed,4.1,Kuala Lumpur,5001 to 10000 Employees,1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Industry Analyst,MYR 48K - MYR 65K (Employer est.),Analyst,"This is a permanent work-from-home position.
Starting Salary
$960 - $1400/month (4k MYR - 5.8K MYR) depending on experience.
ENF Industry Directory
We have two industry sites, www.enfsolar.com and www.enfrecycling.com - focusing on the solar industry and recycling industry.
The sites are a database of all the companies and products in the solar and recycling industry that allows users to find suppliers and customers.
We started the company 16 years ago with our solar site, and for the past 15 years, it has been the most popular in the world (now with 3 million business users each year). We have offices in UK and China, but around half our staff are based in other countries around the world and work remotely from home.",ENF Solar Ltd.,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
Data Analyst,MYR 84K - MYR 96K (Employer est.),Data Analyst,"· Extract, analyze, interpret & identifying pattern in data from various tables
· Managing master data, including creation, updates, and deletion
· Generate reports from single or multiple systems
· Report the results of analysis to the relevant team members
· Supporting initiatives for data integrity and normalization
· Assess the quality of data and filter/clean data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
· Perform initial analysis to work with Project Manager and delivery team to develop Data Management solution",SVI TECHNOLOGIES SDN BHD,3.5,Kuala Lumpur,51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Analyst,MYR 36 - MYR 42 Per Hour(Employer est.),Data Analyst,"DATA ANALYST
Minimum with 3 years full experience in data analyst and experience in data engineer.
Your new role
perform the analysis, running various mathematical calculations to determine how the data samples might best be applied to profit the business
conducts a verification/accuracy process of data and used this information to see impact on the business profits and business operations
acquires data from internal data sources and external data sources; build a system to maintain databases/data systems
conduct structured knowledge transfer activities for the identified client IT personnel and monthly report on the progress of these activities",Strato Solutions Sdn Bhd,-1,Kuala Lumpur,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Analyst (Tableau/Business Intelligence),MYR 72K - MYR 96K (Employer est.),Data Analyst,"Position Summary: Using your strong Tableau/Power BI visualisation and storytelling skills, you will develop engaging and informative reports that deliver timely and strategic insights to internal and external stakeholders. We are looking for a Data Analyst that has a flair for being creative in the way they present data and insights. So what is your role about? Design and Develop Internal and Client facing dashboards in Tableau or Power BI to deliver key business insights that drive value. Collaborate with business teams to gather and document requirements for reports development and analysis. Coordinate with business stakeholders to identify opportunities for delivering reports that add value by answering key questions to all audiences. Provide guidance to operational teams on the appropriate ways of recording data for effective reporting Support data analysis with intermediate/advance SQL skills to ensure all data is queried in a scalable and optimised manner. Conduct thorough UAT with stakeholders to ensure all data is accurate and consistent across all reports. Promote best practice within the BI Team for the use of Tableau/Power BI published data sources. Participate in Data extraction, cleansing, manipulation, and transformation for the use in reporting and analytics Support the ongoing maintenance of Tableau Server users and schedules. Improve the use of Tableau throughout the organisation by providing skills workshops and user documentation Who are we looking for? 2+ years of experience in data warehousing and business intelligence concepts, including statistical analysis and presentation (e.g., charts, graphs, median, rank, Pareto analysis, etc). 2+ years experience as a business intelligence developer/analyst, with strong experience in Tableau or Power BI Demonstrable intermediate/advanced SQL skills Must have attention to detail and take pride in your work Ability to work as a team player in a fast-paced, critical service delivery environment. Must be a self-starter that can work independently, understand expectations, and demonstrate insatiable curiosity about what the data is telling the organization. Ability to ask and anticipate the next question in discussion with business Strong communication skills to work with multiple disciplines and bridge the gaps between the need for actionable information and technical tools to provide it Understanding of “machine learning” and predictive analytics and their application with Tableau/PowerBI would be an advantage What do we provide to you for you to succeed? Attractive remuneration and package will commensurate with experience and qualification Performance Bonus based on performance record Your Medical Claims Are On Us Training and certification sponsored Rewards and recognition: Employee Of The Quarter Award Work Life Balance Culture: Flexible Working Hours Career advancement Are you ready to elevate your working skills and experience? Click the ‘Apply Now’ and you are one step ahead to an awesome career!
QS Enrolment Solutions is the global market leader for research and understanding of international and domestic students with offices in Australia, Malaysia and the UK. We are a business under Quacquarelli Symonds (‘QS’), best known for publishing the QS World University Rankings – the world’s most popular university ranking system. Like QS, we share the passion for education and innovation, celebrate diversity and collaboration and deliver our service with integrity and empowerment. At QS Enrolment Solutions, you’ll work in global but tight-knit teams, delivering our research, strategy, enquiry, admissions and enrolment services to our clients. You’ll find yourself communicating with students across the globe, helping them progress through their decision-making journey while gaining unique insight into the student recruitment market. Regardless of expertise, know that your work plays an important role in helping students everywhere around the world find the right-fit institution to realise their potential. Be a part of QS Enrolment Solutions today.
Bachelor's or Equivalent",QS SOLUTIONS SDN BHD,3.9,Kuala Lumpur,201 to 500 Employees,1990,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable
Data Analyst,MYR 30K - MYR 36K (Employer est.),Data Analyst,"• To gather and understand customers objectives, processes and products in order to make recommendations. • Act as main support to internal business units and external parties for the in-charge Product. Serve as an escalation point for customer concerns if/when they arise. • Coordinate and communicate with developer and designer on requirements and system implementation. • Developing and maintaining up-to-date and complete requirements documentation. • Any additional/ad-hoc task as assigned by immediate superior. • Analyze data using statistical techniques and provide reports • Develop and implement databases and data collection systems • Acquiring data from primary and secondary sources and maintain data systems • Identify, analyze, and interpret trends or patterns in complex data sets • Filter and clean data • Work with management to prioritize business and information needs • Locate and define new process improvement opportunities
ODESI ECOB SDN BHD is an ICT company driven by big data and accordance with our vision which is to harness data and compiles it to a Big Data platform. We develop various web and mobile technology solutions as an enabler to harvest, store, and mine data. Our executive team has more than 15 years of experience in software application design and development. We focused especially on developing web and mobile application solutions. Our first web-based property solution was developed in 2012, a completely customized solution for the government in Malaysia. We have brought the property industry to the next level whereby the users can access the application anytime, anywhere with real-time information on-the-go. Today, we have the most comprehensive out-of-box property solution platform running on the latest web technology. It is a complete, fully integrated end-to-end property application solution for the strata and property management industry. We strive to bring the most innovative solution for the property industry and empower the enterprise with the most advanced tools for their business.
Diploma / Advanced Diploma / Higher Graduate Diploma / DVM / DKM Level 4 / DLKM Level 5",ODESI ECOB SDN BHD,-1,Kuala Lumpur,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Analyst,MYR 36K - MYR 42K (Employer est.),Data Analyst,"data analyst collects and stores data on sales numbers, market research, logistics, linguistics, or other behaviors. They bring technical expertise to ensure the quality and accuracy of that data, then process, design, and present it in ways to help people, businesses, and organizations make better decisions.
Founded in 1999, SG Academy is a dynamic training skills academy with one of the widest ranges of Malaysian Skills Diploma and International Technical Education and Vocational Training Program (INVITE) accreditation among Malaysian private Training establishments. The skills academy operates from 4 branches from the financial capital of Malaysia to the southern peninsula. We train individuals for employment in various industries. Our courses aim to develop students skills and knowledge while also addressing identified needs within industry.
Diploma / Advanced Diploma / Higher Graduate Diploma / DVM / DKM Level 4 / DLKM Level 5",SG AKADEMI (M) SDN BHD,-1,Kuala Lumpur,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Science Analyst,MYR 36K - MYR 48K (Employer est.),Data Analyst,"Company Overview
MetaPair is a US-based company backed by A-list investors such as TechStars, Warner and Sony Music. We are opening a Malaysia office and our mission is to democratize brand-partnerships for brands of all sizes and enable independent brands to create partnerships that weren’t previously possible.
*
MetaPair is building an end-to-end AI software that can set up an entire marketing partnership without the need for human intervention. MetaPair is a Techstars company with several industry awards and works with some of the largest brands and entertainment companies in the world. Forbes said that we have “harnessed the often-theoretical AI” with our AI-powered agency. Below are some of the awards MetaPair has received:
Top 50 Startups in Marketing Globally - Unilever & Cannes Lions",Metapair,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
Data Analyst/Business Analyst Intern,MYR 14K - MYR 18K (Employer est.),Business Analyst,"Data analysts import, inspect, clean, transform, validate, model, or interpret collections of data with regard to the business goals of the company. They ensure that the data sources and repositories provide consistent and reliable data. Data analysts use different algorithms and IT tools as demanded by the situation and the current data. TheyÂ might prepare reports in the form of visualisations such as graphs, charts, and dashboards.
KewMann's help organisations to predict and influence human behaviors by using AI, big data analytics and behavioral science. We are the only company to provide both predictive and influencing products/solutions to maximise the end result. We are an enterprise software / SaaS company, targeting large organisations that deals with a lot of people (customers; sellers - internal, agents, distributors etc; employees), with a TAM of 225 millions USD (900 organisations in 9 countries). KewMann have help various institution/organisation to optimise their sales & profit and minimise the loss due to fraud cases/ credit risk & etc with our products & solutions. We have customers in Singapore, Malaysia, Indonesia, Hong Kong and China, including Mastercard Asia Pacific, AIA, NTUC Income, BCA (Indonesia), CyberSecurity Malaysia, etc.
Bachelor's or Equivalent",KEWMANN SDN. BHD.,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
Data Analyst,MYR 30K - MYR 36K (Employer est.),Data Analyst,"We are looking for a Data Analyst who will help Vettons to analyse the data to provide solutions related to our business strategies and automate our processes. Your primary focus will be conducting assessments and risk analysis on a regular basis. You will be responsible for preparing complex reports and gathering intelligence data to make informed conclusions on business practices and will be presenting your findings and progress to the key persons from the departments in Vettons. Responsibilities: Compiling and analysing large amounts of data from several sources; Analysing and use conceptual thinking skills with attention to details; Exploring data to solve business problems (taking a large, complex problem and breaking it down into components, involve others as needed, drive resolution); Communicate with business stakeholders as well as development teams; The individual is responsible to evaluate and associate the business KPIs improvement as the result delivered by the predictive models The individual will be responsible for identifying analytics use cases and work with the data engineering and data scientist team to generate the insightful information. The individual will be responsible to communicate with the client and must be able to present the insightful story to the client using the most humanly understandable language and jargon. The individual will need to recommend an action plan based on the data driven insights and perform regular health checks with clients to measure the adoption rate on data analytics projects. The individual will also need to drive statistical analysis projects from beginning to end, and have working experience with regression, factor analysis, building models and predictive analytics. Have a deep understanding of large data, our data structures, and how to manipulate our data in an efficient manner. Requirements & Skills Bachelor Degree in Computer Engineering, Mathematical Engineering, Information Systems or related field. Preferably with experience in multiple BI technology or business domains and experience in BA role would be an asset. A strong knowledge of data analysis with experience. Technical skills (e.g.) around SQL and any of BI technologies (Tableau, SAP BO, Spotfire, etc.); Knowledge of ETL. Understanding business processes and system processes to make recommendations and propose BI solutions. Ability to interact with the business stakeholders and product backlog owners to understand their requirements. Ability to effectively present information to various groups of recipients.
The future of eCommerce has arrived Introducing Vettons, a game-changing innovator in the retail and eCommerce space. We’re setting the standard for a better and more seamless online shopping experience using the latest technologies of today. 100% Quality Assured No more worrying about 3rd party merchants with low quality or fake, faulty products. We’re partnered directly with your favourite brands and only take on certified merchants that sell top-of-the-line merchandise. Automated Lowest Prices Instead of scrolling through multiple pages of the same item, we automatically source and display the lowest prices for your convenience. Fastest Delivery We use geolocation technology to provide shoppers with fast and reliable delivery. Get your purchases delivered on the same day or within 24 hours!
Bachelor's or Equivalent",Vettons Sdn Bhd,3.4,Kuala Lumpur,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Analyst,MYR 66K (Employer est.),Data Analyst,"JOB VACANCY
Position : Data Analyst
Nationality : Malaysian
Duration : 12 months contract
Job Description
Required at least 3 years experiences
· Extract, analyze, interpret & identifying pattern in data from various tables
· Managing master data, including creation, updates, and deletion
· Generate reports from single or multiple systems
· Report the results of analysis to the relevant team members
· Supporting initiatives for data integrity and normalization
· Assess the quality of data and filter/clean data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
· Perform initial analysis to work with Project Manager and delivery team to develop Data Management solution
· Experience in database query using SQL
Advanced Excel skills including pivot tables, graphing and general advanced functions",AMK Technology Sdn Bhd,4.2,Kuala Lumpur,201 to 500 Employees,2002,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
BI Data Analyst,-1,Data Analyst,"Transition Technologies - Managed Services Sp. z o.o. is one of the companies included in the Transition Technologies Group. We specialize in outsourcing IT professionals, including the leasing team - we offer the entire project teams with a dedicated Team Leader. Among our customers there are world leaders from sectors like: automatic control, energetics, transport, industry, healthcare, banking. Our teams are involved in projects where they create from the very beginning, implement, and develop very often innovative solutions that support our customers' core business activities, as well as optimizing the number of business processes. Our website: www.ttms.my You will be working in a team that uses the very latest cloud technologies to ingest, aggregate and make available for analysis, complex, multinational data sets capturing digital engagements, customer interactions and medical enquiries. You will have the opportunity to shape the future strategy for the group and to recommend the most business efficient approaches to data management that meet customer requirements. You will be encouraged to show initiative and are enthusiastic about working in a fast moving and agile environment. Must have : • Experience in gathering requirements for Analytics and/or ML projects. Requirements : • At least 3-years of experience • English level: B2/C1 • Linguistic and communication skills - the ability to put thoughts into words • Practical knowledge in scope of business analysis area for IT solutions • Analytical thinking ability, collecting requirements, creating use cases, modeling business processes, conducting workshops techniques • Knowledge of issues related to the usability of systems/ application • Good ability to elicit and define requirements on many levels (User requirements, functional and non-functional requirements) • Clear formulation of ideas, providing the right level of details to the specific stakeholders, ensuring clear communication of objectives and requirements • Managing and working with stakeholders in order to understand business needs • Defining and setting the scope of the project/release/sprint • Practical knowledge of requirements definition techniques (use cases and scenarios, user stories, acceptance criteria) • Practical knowledge of analytical artifacts (process modeling, process mapping, conceptual and logical modelling, data dictionary, requirements modeling, business rules, decision tables, etc.) • Translating requirements into specifications, ability to use precise technical language, creating high-quality documentation • Ability to anticipate potential problems, determine and implement solutions, strong problem-solving skills • Ability to influence decision making through analysis • Good understanding of agile software development processes and principles; understanding of waterfall processes and differences between the two approaches, • Knowledge of Scrum framework and roles • Requirements management throughout their lifecycle, ensuring requirements are tracked and traced, the ability to manage changes in requirements effectively • Clear formulation of ideas, providing the right level of details to the specific stakeholders, ensuring clear communication of objectives and requirements • Curiosity and analytical thinking, ability to ask the right questions, ability to challenge requirements and business process • Good knowledge of techniques of workshop facilitation • Demonstrated ability to work independently as well as a member of a team • Knowledge of UX aspects and how to collaborate with UX specialist, knowledge of User-Centered Design process • Understanding the customer experience, prototyping and designing basic wireframes • Ability to plan, organize and structure work, ability to estimate and deliver tasks within scheduled dates • Ability to lead the team (organize & coordinate work) • Ability to share knowledge and train others • Working closely with developers, testers, solution architects etc.
TTMS Software Sdn Bhd is one of the companies included Transition Technologies - Managed Services Sp. z o.o. We specialize in outsourcing IT professionals, including the leasing team - we offer the entire project teams with a dedicated Team Leader. Our activities cover all the processes connected with creation, development and maintenance of the systems which we take full responsibility for. Thanks to it Customers minimize their total cost of solution maintenance (TCO) simultaneously protecting themselves from the risk of problems with access to resources necessary for the right maintenance and development of IT systems used in a certain area of business activity. Among our customers there are world leaders from sectors like: automatic control, energetics, transport, industry, healthcare, banking. Our teams are involved in projects where they create from the very beginning, implement and develop very often innovative solutions that support our customers' core business activities, as well as optimizing the number of business processes. By entrusting the implementation of key projects, our customers can quickly and efficiently achieve their business goals.
Bachelor's or Equivalent",TTMS Software,2.6,Kampong Puchong,201 to 500 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Group Data & Productivity Analyst,-1,Analyst,"Company Description

About Experian
Experian is the world’s leading global information services company. During life’s big moments — from buying a home or a car to sending a child to college to growing a business by connecting with new customers — we empower consumers and our clients to manage their data with confidence. We help individuals to take financial control and access financial services, businesses to make smarter decisions and thrive, lenders to lend more responsibly, and organizations to prevent identity fraud and crime.

We have 17,800 people operating across 44 countries, and every day we’re investing in new technologies, talented people and innovation to help all our clients maximize every opportunity. We are listed on the London Stock Exchange (EXPN) and are a constituent of the FTSE 100 Index.",Experian,4.3,Cyberjaya,10000+ Employees,1980,Company - Public,Financial Analytics & Research,Finance,$2 to $5 billion (USD)
Data Analyst,MYR 48K - MYR 96K (Employer est.),Data Analyst,"Responsibilities
Build clear visualizations in the form of reports and dashboards to convey complicated data to non-technical audience
Develop and enhance data models to support the visualizations and analysis required
Communicate actionable insights with e-commerce clients that align with their strategic goals
Qualifications
Bachelor's degree in Computer Science, Statistics, Applied Mathematics or equivalent experience
2 - 5 years' Business Intelligence and Consulting experiences preferred",Flow Analytics Sdn Bhd,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
MDM Data Analyst,MYR 30K - MYR 54K (Employer est.),Data Analyst,"Great Career Progression Opportunities
Excellent Remuneration
About Our Client
Since their modest beginnings in 1972, in a greenfield site in Ireland, Kerry Group has grown from strength to strength to become a leading player in the global food and beverage industry.

This journey has been one of dynamic growth and strategic acquisition. As an organisation, Kerry Group never stands still and they are clear with their colleagues, customers and stakeholders; who they are, what they do, how they do it, where they are going and why they matter - they call this The Kerry Way.",Michael Page,3.7,Kuala Lumpur,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Unknown / Non-Applicable
Data Analyst,MYR 25K - MYR 91K (Employer est.),Data Analyst,"Your work makes the difference between a user seeing a bus drive away or reaching it just in time. We feel a great sense of responsibility at Citymapper. Millions of users around the world trust our green app to be on time for work, a job interview or a date.
As one of our Data Analysts you will build the timetable data that powers the Citymapper app and help launch new cities. You'll use secret magic (and our internal tools) to transform often messy transit schedules into shiny and reliable user information whilst building, validating, and shipping data directly to users on a daily basis.
Working with our engineers to improve tools and automate tasks, you'll manage data in a range of cities across different formats.
This role is designed for contractors based in Malaysia.",Citymapper,-1,Kuala Lumpur,-1,-1,-1,-1,-1,-1
DATA ANALYST,MYR 42K - MYR 60K (Employer est.),Data Analyst,"Basic Background & Requirement:
Bachelor in Actuarial Science, Engineering, Science Studies, Economy Management.
Hire on Project Basis First.
*Interpret data, analyze results using statistical techniques and provide ongoing reports.
*Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.
*Acquire data from primary or secondary data sources from Operation Department or Marketing.",MyFundAction,-1,Shah Alam,-1,-1,-1,-1,-1,-1
Data Science Analyst,MYR 36K - MYR 42K (Employer est.),Data Analyst,"• Designing and maintaining data systems and databases; this includes fixing coding errors and other data-related problems. • Mining data from primary and secondary sources, then reorganizing said data in a format that can be easily read by either human or machine. • Using statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts. • Demonstrating the significance of their work in the context of local, national, and global trends that impact both their organization and industry. • Preparing reports for executive leadership that effectively communicate trends, patterns, and predictions using relevant data. • Collaborating with programmers, engineers, and organizational leaders to identify opportunities for process improvements, recommend system modifications, and develop policies for data governance. • Creating appropriate documentation that allows stakeholders to understand the steps of the data analysis process and duplicate or replicate the analysis if necessary.
We are professional IT solutions and service provider founded in 2008. With more than 10 years of experience, we have helped many customers in refining their IT infrastructure to empower the business. We are also the pioneer in application and desktop virtualization in Malaysia. Our clienteles are across different industries, which include SMB, Enterprises, financial, education, private, and public sectors.
Bachelor's or Equivalent",REFINENETWORKS SDN BHD,-1,Petaling Jaya,-1,-1,-1,-1,-1,-1
